epoch,loss_sup,val_dice,val_iou
1,0.7040006717046102,0.4072644114494324,0.26489970088005066
2,0.6045180956522623,0.4711838662624359,0.32319149374961853
3,0.5643675327301025,0.434273362159729,0.2873966693878174
4,0.5328109264373779,0.48995643854141235,0.3422422409057617
5,0.4505502184232076,0.46174412965774536,0.3128746747970581
6,0.5959738691647848,0.5412282347679138,0.3811732530593872
7,0.5510718325773875,0.5466675758361816,0.38423022627830505
8,0.5337613821029663,0.5461973547935486,0.3857399821281433
9,0.4797235329945882,0.4775230288505554,0.323404461145401
10,0.5092177589734396,0.4665676951408386,0.3141396641731262
11,0.4859207570552826,0.5694483518600464,0.4201967120170593
12,0.4814111093680064,0.6548444032669067,0.5161677598953247
13,0.4471731980641683,0.6662985682487488,0.5346261262893677
14,0.41919733087221783,0.6928662061691284,0.5686343908309937
15,0.428212970495224,0.5817205905914307,0.4357282221317291
16,0.5203427771727244,0.5812921524047852,0.44209063053131104
17,0.45316822330156964,0.5927151441574097,0.45305606722831726
18,0.4235772391160329,0.6625494956970215,0.5252505540847778
19,0.4177597959836324,0.668367862701416,0.5332623720169067
20,0.5013539592425028,0.651647686958313,0.5137302875518799
21,0.4332288404305776,0.6210026741027832,0.47680795192718506
22,0.3754862646261851,0.6165266036987305,0.47112134099006653
23,0.42510636647542316,0.6627296209335327,0.5252580642700195
24,0.39500049750010174,0.6853578686714172,0.5561309456825256
25,0.39398645361264545,0.673028826713562,0.542605996131897
26,0.36246804396311444,0.6708695888519287,0.5392441153526306
27,0.3420103092988332,0.6712149381637573,0.5385018587112427
28,0.3826026916503906,0.6735849380493164,0.5431920289993286
29,0.32217898964881897,0.6741573810577393,0.5491973757743835
30,0.3763582209746043,0.6921048164367676,0.5688223838806152
31,0.34369101126988727,0.7160221338272095,0.5930152535438538
32,0.38631901144981384,0.7180025577545166,0.5952754020690918
33,0.32935158411661786,0.7117865085601807,0.5882872939109802
34,0.3476392428080241,0.6688820123672485,0.5380815863609314
35,0.3328103721141815,0.6307949423789978,0.49779772758483887
36,0.3678938150405884,0.6414950489997864,0.512934148311615
37,0.40024567643801373,0.6818218231201172,0.5547401905059814
38,0.35318949818611145,0.7157160043716431,0.5867054462432861
39,0.3548375765482585,0.7381032705307007,0.6124985814094543
40,0.350775142510732,0.7186391949653625,0.5949673652648926
41,0.344148854414622,0.7115319967269897,0.5861011743545532
42,0.32904212673505145,0.7221062183380127,0.5961406826972961
43,0.3445250689983368,0.7173905372619629,0.5899425745010376
44,0.3479475975036621,0.6779929399490356,0.5502346754074097
45,0.35697871446609497,0.6655763387680054,0.5308007001876831
46,0.3313491940498352,0.6768633127212524,0.5414223670959473
47,0.38693705201148987,0.7349291443824768,0.608594536781311
48,0.3372874855995178,0.7477493286132812,0.6253660321235657
49,0.3073725998401642,0.747543454170227,0.6275414228439331
50,0.3340494434038798,0.7087494134902954,0.584226667881012
51,0.3479694028695424,0.6670457124710083,0.5349290370941162
52,0.3554565906524658,0.6473591327667236,0.5119041204452515
53,0.32555792729059857,0.6555608510971069,0.5145531296730042
54,0.31463014086087543,0.6924470663070679,0.5649327635765076
55,0.38698187470436096,0.6888253092765808,0.5682322382926941
56,0.3098723590373993,0.6958522796630859,0.5769319534301758
57,0.3295934498310089,0.6868759393692017,0.5645060539245605
58,0.35287011663119,0.6642136573791504,0.533083438873291
59,0.3024455706278483,0.6779354810714722,0.5480281114578247
60,0.3369585374991099,0.6978937387466431,0.5710670351982117
61,0.33625603715578717,0.7163336277008057,0.5949302911758423
62,0.3093153238296509,0.7134585976600647,0.5972094535827637
63,0.3155900339285533,0.7062604427337646,0.5925685167312622
64,0.29806235432624817,0.7040532231330872,0.5885642766952515
65,0.3481048991282781,0.7019904851913452,0.5868425369262695
66,0.2513526827096939,0.6978775262832642,0.581325352191925
67,0.2786235511302948,0.6763139963150024,0.5553003549575806
68,0.28302061061064404,0.6834956407546997,0.5608496069908142
69,0.27555357416470844,0.6976978778839111,0.575809895992279
70,0.2686384618282318,0.7079777717590332,0.5835182666778564
71,0.27660966912905377,0.7200490236282349,0.5964468717575073
72,0.2582528789838155,0.7265852689743042,0.6022878289222717
73,0.24567351241906485,0.7202489376068115,0.5958108305931091
74,0.24466353158156076,0.7118852138519287,0.5878607034683228
75,0.33672384917736053,0.713729739189148,0.5892439484596252
76,0.27660993734995526,0.7208919525146484,0.5965518951416016
77,0.3226648271083832,0.7284758687019348,0.6045400500297546
78,0.2656207134326299,0.7212700843811035,0.598563015460968
79,0.306718389193217,0.7062453031539917,0.581554651260376
80,0.26046526432037354,0.6889240145683289,0.5613324642181396
81,0.3169720768928528,0.6819349527359009,0.5536515712738037
82,0.24468319614728293,0.6843711137771606,0.5561838746070862
83,0.2764235387245814,0.6894479990005493,0.5617493987083435
84,0.2755575478076935,0.6912219524383545,0.5635133981704712
85,0.2669168214003245,0.6946836113929749,0.5672151446342468
86,0.25018947819868725,0.7014343738555908,0.5743089914321899
87,0.2896861135959625,0.7088674902915955,0.5820791721343994
88,0.30282039443651837,0.7186686992645264,0.5923076868057251
89,0.27564771473407745,0.7242721915245056,0.598111629486084
90,0.3008530835310618,0.7304319739341736,0.604759693145752
91,0.30853889385859173,0.7362045049667358,0.6106706857681274
92,0.2842218279838562,0.7411206960678101,0.6171150207519531
93,0.28937017420927685,0.7408367991447449,0.6171879172325134
94,0.2751689851284027,0.7371386289596558,0.6127265691757202
95,0.2294266273578008,0.7330126762390137,0.6073775291442871
96,0.22830055157343546,0.7274321913719177,0.6009117364883423
97,0.22840268909931183,0.7208222150802612,0.593565821647644
98,0.24324834843476614,0.7150107622146606,0.5869103074073792
99,0.261125514904658,0.7117268443107605,0.5828565955162048
100,0.23396539191404978,0.7120155096054077,0.5825740098953247
101,0.26160619656244916,0.7158876657485962,0.5863921642303467
102,0.27718133727709454,0.7205777764320374,0.5915029048919678
103,0.2611842453479767,0.7252928614616394,0.5974390506744385
104,0.28849045435587567,0.7271921634674072,0.5998165607452393
105,0.28284111618995667,0.7286031246185303,0.6016755700111389
106,0.293559451897939,0.729229748249054,0.6026098728179932
107,0.239796444773674,0.7310881614685059,0.6052948236465454
108,0.26199041803677875,0.7329794764518738,0.6081652641296387
109,0.24626589318116507,0.7310371994972229,0.606484591960907
110,0.2730981508890788,0.7281731367111206,0.6036859750747681
111,0.281488835811615,0.7270377278327942,0.6026794910430908
112,0.2452996869881948,0.7254302501678467,0.6009842753410339
113,0.2661367158095042,0.7256348133087158,0.6010154485702515
114,0.2779593567053477,0.7271689772605896,0.6024354696273804
115,0.2706766923268636,0.7290917634963989,0.6045894026756287
116,0.28284906844298047,0.7307952642440796,0.6065958738327026
117,0.22058712939421335,0.7318975925445557,0.6080245971679688
118,0.21996787190437317,0.7323386669158936,0.6086162328720093
119,0.33477691809336346,0.7330036759376526,0.6092269420623779
120,0.25450724363327026,0.7327708005905151,0.6088026165962219
121,0.21657261749108633,0.7317306995391846,0.6074132919311523
122,0.27422701319058734,0.7309136986732483,0.6063607931137085
123,0.25800102949142456,0.7301451563835144,0.6054142713546753
124,0.23640942573547363,0.7293723821640015,0.6042722463607788
125,0.24427119394143423,0.7286968231201172,0.603320837020874
126,0.3162639041741689,0.7290024757385254,0.6036457419395447
127,0.21502709885438284,0.7297113537788391,0.6044842004776001
128,0.2654909094174703,0.7302095890045166,0.6050218939781189
129,0.262837012608846,0.7307236790657043,0.605579674243927
130,0.29998035232226056,0.7308603525161743,0.6057486534118652
131,0.2798403153816859,0.7311121225357056,0.6060554385185242
132,0.24668534100055695,0.7312830686569214,0.6063046455383301
133,0.27110303441683453,0.7312074899673462,0.6062543392181396
134,0.23294841746489206,0.7306917905807495,0.6056630611419678
135,0.2911507586638133,0.730172872543335,0.605107307434082
136,0.24293495217959085,0.7300769686698914,0.6050926446914673
137,0.336080143849055,0.7303274273872375,0.6054468750953674
138,0.23329039911429086,0.7306100726127625,0.6057791709899902
139,0.2053391089042028,0.7307907342910767,0.6059846878051758
140,0.2566365549961726,0.7308624386787415,0.6060340404510498
141,0.25629861652851105,0.7310671806335449,0.6063241958618164
142,0.23978379368782043,0.7312376499176025,0.6065304279327393
143,0.298138032356898,0.7312676310539246,0.6065629720687866
144,0.2275463044643402,0.7314291596412659,0.6067589521408081
145,0.2653495619694392,0.7315048575401306,0.6068631410598755
146,0.2475331425666809,0.7316254377365112,0.6070700883865356
147,0.23213436702887216,0.7317564487457275,0.6072649955749512
148,0.21758965651194254,0.731616735458374,0.6071408987045288
149,0.251012921333313,0.731726884841919,0.6072908639907837
150,0.28626860678195953,0.7317774295806885,0.6073417067527771
151,0.21213693420092264,0.7317272424697876,0.6072816848754883
152,0.2673670252164205,0.7317819595336914,0.6073301434516907
153,0.2415513495604197,0.7318599224090576,0.6074150204658508
154,0.24637114504973093,0.7318947315216064,0.607447624206543
155,0.20444811383883157,0.7319841384887695,0.6075350046157837
156,0.23657134672005972,0.7318878173828125,0.6073663234710693
157,0.33891838788986206,0.7319414019584656,0.6073880195617676
158,0.2630596061547597,0.732028067111969,0.60746169090271
159,0.28634584446748096,0.7320469617843628,0.6074768304824829
160,0.231315607825915,0.7320244312286377,0.6074485778808594
161,0.3161183496316274,0.7320289611816406,0.6074514389038086
162,0.3066890339056651,0.7321600914001465,0.607624888420105
163,0.25811493893464404,0.7322444915771484,0.6077438592910767
164,0.2577713578939438,0.7324700355529785,0.6080335378646851
165,0.200742835799853,0.7326991558074951,0.6083972454071045
166,0.20317119359970093,0.7326812744140625,0.6083904504776001
167,0.2443975955247879,0.7327910661697388,0.6085416078567505
168,0.22682998577753702,0.7330273389816284,0.6088575124740601
169,0.2355596919854482,0.7332327961921692,0.6091268062591553
170,0.27123579382896423,0.7333954572677612,0.6093586683273315
171,0.30501649777094525,0.7336331009864807,0.6096372008323669
172,0.24331513047218323,0.733742892742157,0.6097902655601501
173,0.26269873480002087,0.7337925434112549,0.6098674535751343
174,0.24616336822509766,0.7339552640914917,0.6100544929504395
175,0.28610750039418537,0.7339938282966614,0.6100919246673584
176,0.2827220857143402,0.7340133190155029,0.6100907325744629
177,0.2864854981501897,0.7338804006576538,0.6099218130111694
178,0.2795489579439163,0.7339838743209839,0.6100225448608398
179,0.2880581816037496,0.7340632677078247,0.6101291179656982
180,0.2803683777650197,0.7339769601821899,0.6099793910980225
181,0.25265167156855267,0.734058141708374,0.6100491881370544
182,0.22830863793691,0.7341139912605286,0.6101237535476685
183,0.26112393538157147,0.7341277599334717,0.6101514101028442
184,0.2524026185274124,0.7341899275779724,0.6102256774902344
185,0.28005387882391614,0.7342926263809204,0.6103229522705078
186,0.24943453073501587,0.7343192100524902,0.6103590130805969
187,0.30454570055007935,0.7344505190849304,0.6105164885520935
188,0.26617618401845294,0.7345959544181824,0.6106957793235779
189,0.3112444182236989,0.7348001003265381,0.6109577417373657
190,0.23310257494449615,0.734757661819458,0.610889196395874
191,0.23970109721024832,0.7347574234008789,0.6109147071838379
192,0.2320729692776998,0.734910249710083,0.6111024618148804
193,0.27320385972658795,0.7350478768348694,0.6112856268882751
194,0.239683598279953,0.7353066802024841,0.6116242408752441
195,0.2530967742204666,0.7354738116264343,0.6118409037590027
196,0.29337625702222186,0.7356610298156738,0.6120423078536987
197,0.21970447401205698,0.7358206510543823,0.6122482419013977
198,0.22514677047729492,0.7358386516571045,0.6122726202011108
199,0.24634838104248047,0.7357372045516968,0.61214280128479
200,0.24285906553268433,0.7356541752815247,0.6120202541351318
